QueryNumber;DocNumber;DocVotes
00065;211;2222
00065;224;0100
00065;227;0001
00065;238;0001
00065;267;0001
00065;297;0001
00065;322;0001
00065;323;0002
00065;331;0011
00065;341;0012
00065;349;2112
00065;358;1000
00065;368;2112
00065;370;1212
00065;372;2212
00065;383;0001
00065;386;0001
00065;387;2122
00065;388;2122
00065;437;2222
00065;519;0001
00065;539;0100
00065;543;0001
00065;546;0001
00065;550;0002
00065;578;2222
00065;587;0001
00065;597;0002
00065;599;0001
00065;606;1111
00065;611;0001
00065;629;0001
00065;653;0011
00065;674;2122
00065;699;2111
00065;722;1012
00065;736;1121
00065;763;0001
00065;788;0001
00065;803;0001
00065;814;1002
00065;819;0100
00065;821;1010
00065;833;0001
00065;842;2222
00065;882;0001
00065;885;2112
00065;886;2112
00065;889;0001
00065;904;2220
00065;913;0001
00065;963;0001
00065;964;1210
00065;990;0002
00065;1000;0002
00065;1006;1000
00065;1007;1220
00065;1038;2222
00065;1042;0001
00065;1045;1012
00065;1046;2221
00065;1048;0101
00065;1067;1012
00065;1073;2222
00065;1092;0002
00065;1093;0001
00065;1099;1121
00065;1149;0001
00065;1150;0001
00065;1151;1122
00065;1153;0001
00065;1164;0001
00065;1188;0001
00065;1195;1122
00065;1214;0001
00065;1232;0001
00065;1234;0002
00065;1237;2122
00066;1;0001
00066;10;0001
00066;11;0001
00066;13;0001
00066;17;0012
00066;22;0002
00066;63;0100
00066;100;2210
00066;148;0012
00066;155;0001
00066;160;0001
00066;166;0001
00066;187;0100
00066;200;1101
00066;267;0001
00066;322;2222
00066;340;2110
00066;348;2212
00066;350;1012
00066;370;2212
00066;385;0001
00066;427;0001
00066;429;2222
00066;434;2212
00066;446;1000
00066;463;1220
00066;498;1000
00066;558;0011
00066;590;0001
00066;605;0001
00066;607;0010
00066;630;0001
00066;698;1102
00066;722;0002
00066;724;0002
00066;731;0001
00066;736;0002
00066;763;1002
00066;767;0001
00066;771;0010
00066;788;1000
00066;821;1011
00066;837;0100
00066;882;0002
00066;907;1000
00066;912;1000
00066;913;0001
00066;944;1002
00066;969;0100
00066;976;0100
00066;980;0100
00066;990;0002
00066;1004;0100
00066;1098;0001
00066;1104;0001
00066;1109;0001
00066;1134;0001
00066;1155;2120
00066;1192;2222
00066;1194;0011
00066;1195;0001
00066;1214;0010
00066;1226;0001
00067;43;0100
00067;61;0001
00067;148;2212
00067;354;1000
00067;370;1012
00067;472;1220
00067;473;0100
00067;519;0100
00067;724;1001
00067;764;0001
00067;842;0011
00067;910;2120
00067;914;2220
00067;1234;0002
00068;11;0100
00068;64;1000
00068;90;1112
00068;135;0001
00068;195;2220
00068;206;2121
00068;297;0001
00068;327;0001
00068;331;0001
00068;341;1100
00068;349;2212
00068;358;1000
00068;359;0001
00068;370;1000
00068;437;0010
00068;438;1220
00068;543;2222
00068;546;1002
00068;550;0001
00068;607;0001
00068;632;0001
00068;734;1002
00068;819;1000
00068;826;0001
00068;838;0001
00068;882;0001
00068;889;0002
00068;904;1111
00068;913;1000
00068;944;0001
00068;964;2120
00068;969;0001
00068;1000;0001
00068;1003;2222
00068;1040;0001
00068;1046;0002
00068;1048;1100
00068;1093;0002
00068;1099;2120
00068;1134;0100
00068;1149;0010
00068;1150;0010
00068;1164;1110
00068;1172;1000
00068;1234;0001
00069;193;2222
00069;326;0001
00069;327;1001
00069;359;2112
00069;363;2122
00069;370;1112
00069;438;2122
00069;550;0001
00069;703;2222
00069;724;0001
00069;837;0001
00069;907;2222
00069;944;1101
00069;1000;1102
00069;1234;1101
00070;17;0100
00070;327;1001
00070;340;2222
00070;370;1112
00070;438;1122
00070;698;2222
00070;722;0100
00070;804;2222
00070;837;0001
00070;944;1101
00070;952;0100
00070;1000;1102
00070;1009;2222
00070;1032;2222
00070;1104;2222
00070;1232;0001
00070;1234;1102
00071;11;0010
00071;56;1000
00071;148;2222
00071;327;1000
00071;370;0001
00071;547;0001
00072;58;1011
00072;250;1000
00072;323;2220
00072;333;0001
00072;682;2122
00072;683;2120
00072;732;2222
00072;733;0002
00072;837;0001
00072;941;0001
00072;1000;0001
00072;1019;0001
00072;1125;0001
00073;50;2222
00073;224;1122
00073;227;2222
00073;359;2112
00073;370;1111
00073;438;1122
00073;629;2220
00073;630;2222
00073;724;0001
00073;806;2110
00073;843;2222
00073;844;2222
00073;990;0001
00073;1000;0001
00073;1093;0002
00073;1228;0010
00073;1229;0010
00073;1234;0001
00074;148;2220
00074;370;1000
00074;724;1001
00074;910;2122
00074;914;2222
00074;1000;0001
00074;1093;0002
00075;100;1000
00075;241;0102
00075;273;0011
00075;316;2222
00075;348;1010
00075;354;1010
00075;359;2110
00075;370;1112
00075;446;2222
00075;519;1001
00075;587;1010
00075;597;1000
00075;751;0110
00075;757;0010
00075;837;0001
00075;944;1101
00075;1043;1000
00075;1047;1000
00075;1110;1012
00075;1234;0002
00075;1235;0100
00076;329;0001
00076;330;0100
00076;359;0101
00076;370;0110
00076;437;2212
00076;438;1011
00076;606;2222
00076;731;0001
00076;882;0001
00076;889;0001
00076;1007;1012
00076;1023;0001
00076;1039;0001
00076;1048;1010
00076;1080;0001
00076;1134;0001
00076;1188;1222
00077;25;0101
00077;27;2222
00077;31;0010
00077;50;0001
00077;90;1212
00077;128;0012
00077;135;0101
00077;148;0001
00077;168;0001
00077;195;2221
00077;197;0001
00077;224;1122
00077;226;0001
00077;227;1220
00077;267;0001
00077;297;0001
00077;298;0001
00077;321;0010
00077;323;2222
00077;326;0010
00077;327;1212
00077;329;1012
00077;330;0102
00077;333;0001
00077;359;2112
00077;370;1112
00077;428;0001
00077;437;1222
00077;438;1222
00077;542;1010
00077;546;2222
00077;550;0001
00077;551;0001
00077;558;0001
00077;586;0001
00077;592;0110
00077;629;2222
00077;630;2221
00077;663;0001
00077;722;0002
00077;724;0001
00077;729;0001
00077;731;0002
00077;734;2222
00077;735;0002
00077;754;2222
00077;806;1000
00077;826;0001
00077;837;0001
00077;839;0001
00077;843;2122
00077;844;2122
00077;845;0002
00077;879;0001
00077;882;0002
00077;889;0002
00077;912;0001
00077;937;0001
00077;939;1112
00077;941;0001
00077;944;0002
00077;963;1211
00077;990;0002
00077;1006;2222
00077;1012;2222
00077;1023;0001
00077;1034;2222
00077;1035;2222
00077;1040;0001
00077;1080;0001
00077;1092;0002
00077;1093;0002
00077;1134;0001
00077;1138;1122
00077;1149;1112
00077;1150;0112
00077;1152;2122
00077;1153;2122
00077;1188;0001
00077;1220;2222
00077;1232;0001
00077;1234;1102
00078;61;0112
00078;65;0100
00078;82;0001
00078;90;0100
00078;93;0100
00078;135;0010
00078;146;1002
00078;152;0011
00078;159;1122
00078;161;0010
00078;179;0011
00078;184;1000
00078;188;0001
00078;238;0100
00078;253;1211
00078;255;2212
00078;265;0001
00078;282;0002
00078;315;0100
00078;320;2222
00078;321;0100
00078;326;0100
00078;330;0100
00078;333;0100
00078;359;0001
00078;370;1011
00078;373;2212
00078;427;0101
00078;438;0102
00078;451;0001
00078;452;1122
00078;459;1220
00078;460;1000
00078;479;0100
00078;556;0101
00078;648;0010
00078;663;0100
00078;680;2222
00078;686;1111
00078;696;0001
00078;718;0001
00078;722;0001
00078;724;0001
00078;731;0001
00078;734;0001
00078;753;0100
00078;800;0010
00078;802;2221
00078;838;0100
00078;884;0001
00078;889;0001
00078;912;0100
00078;944;0001
00078;945;0100
00078;1010;0011
00078;1015;0001
00078;1019;0100
00078;1021;2222
00078;1042;0002
00078;1065;0100
00078;1069;0001
00078;1071;0012
00078;1078;0002
00078;1081;0011
00078;1086;0002
00078;1089;0002
00078;1090;0002
00078;1091;0112
00078;1093;0002
00078;1111;2222
00078;1112;0100
00078;1118;0001
00078;1179;0111
00078;1180;0111
00078;1181;2222
00078;1227;1010
00078;1234;0101
00079;65;0100
00079;75;1000
00079;123;1121
00079;132;0001
00079;135;0101
00079;146;0002
00079;148;0001
00079;179;1000
00079;184;1000
00079;255;0100
00079;315;0010
00079;320;2220
00079;330;0101
00079;333;0001
00079;359;1011
00079;370;1000
00079;373;1210
00079;384;2210
00079;427;0100
00079;438;1121
00079;452;0100
00079;648;1211
00079;650;2221
00079;663;0100
00079;826;1001
00079;829;0001
00079;838;0100
00079;882;0001
00079;912;0100
00079;923;1210
00079;944;1001
00079;945;2210
00079;1000;0001
00079;1010;1000
00079;1023;0001
00079;1065;0100
00079;1082;2120
00079;1089;0001
00079;1091;0101
00079;1112;2222
00079;1179;1100
00079;1181;2222
00079;1234;1100
00080;61;1000
00080;135;0100
00080;152;0100
00080;159;1100
00080;238;1010
00080;330;0001
00080;333;0101
00080;427;0100
00080;438;0100
00080;451;1000
00080;452;0100
00080;453;0100
00080;458;2122
00080;459;0100
00080;460;2222
00080;612;1000
00080;663;0100
00080;696;2220
00080;722;0001
00080;753;1212
00080;800;1111
00080;884;1000
00080;912;0001
00080;945;1101
00080;1010;1000
00080;1042;1101
00080;1065;0100
00080;1071;0101
00080;1078;2122
00080;1091;0100
00080;1179;0100
00080;1180;0100
00080;1227;2222
00080;1234;1101
00081;31;0010
00081;90;1011
00081;93;0010
00081;132;0001
00081;135;0001
00081;195;0001
00081;253;0010
00081;321;2222
00081;326;1011
00081;359;0001
00081;370;1111
00081;438;1121
00081;542;2120
00081;546;2212
00081;550;0001
00081;551;0001
00081;586;0001
00081;592;0010
00081;729;0001
00081;731;0001
00081;734;2222
00081;941;1001
00081;944;0001
00081;990;0002
00081;1092;2220
00081;1134;0001
00081;1232;0001
00081;1234;0001
00082;25;2222
00082;31;0002
00082;90;2222
00082;93;2222
00082;132;0001
00082;135;2122
00082;148;0001
00082;152;0002
00082;159;1002
00082;189;0001
00082;195;0001
00082;197;0001
00082;238;0001
00082;253;2112
00082;297;0001
00082;321;2222
00082;326;2222
00082;327;1012
00082;330;0001
00082;331;0001
00082;333;0001
00082;359;2112
00082;370;1112
00082;427;0001
00082;438;2222
00082;458;1010
00082;542;2120
00082;543;0012
00082;546;2122
00082;550;0001
00082;551;0001
00082;586;0001
00082;592;0010
00082;722;0001
00082;724;0001
00082;729;0001
00082;731;0001
00082;734;2122
00082;826;1000
00082;837;0001
00082;845;0001
00082;879;0001
00082;882;0001
00082;889;0001
00082;904;0001
00082;912;0001
00082;937;0001
00082;941;0011
00082;944;0101
00082;952;0001
00082;963;2221
00082;990;0001
00082;1000;0001
00082;1003;2220
00082;1040;0001
00082;1078;1000
00082;1092;0001
00082;1150;0001
00082;1188;0001
00082;1227;0001
00082;1232;0001
00082;1234;1102
00083;18;2121
00083;166;2221
00083;187;0001
00083;238;0100
00083;366;0100
00083;370;1011
00083;394;0100
00083;427;0100
00083;430;0001
00083;432;1212
00083;447;1100
00083;463;0001
00083;501;0001
00083;505;0101
00083;517;0001
00083;550;0001
00083;590;0011
00083;609;1000
00083;668;0001
00083;767;0002
00083;905;0001
00083;912;0001
00083;988;0100
00083;989;0100
00083;1074;0100
00083;1077;0101
00083;1091;0100
00083;1102;1120
00083;1143;1220
00083;1170;0100
00083;1171;0100
00083;1203;1212
00084;8;0102
00084;160;2221
00084;333;0100
00084;346;1000
00084;384;1000
00084;555;1000
00084;590;0010
00084;778;0010
00084;837;0001
00084;912;0001
00084;922;1001
00084;952;0100
00084;986;1100
00084;1086;0001
00084;1112;1001
00084;1179;0001
00085;29;1212
00085;58;0112
00085;88;1000
00085;98;0001
00085;179;0002
00085;200;1002
00085;202;1121
00085;250;0100
00085;370;1001
00085;427;0002
00085;432;1000
00085;438;0001
00085;469;0001
00085;475;2120
00085;589;1000
00085;590;0001
00085;724;0001
00085;732;0001
00085;733;0001
00085;888;0001
00085;912;0001
00085;941;0001
00085;969;0001
00085;982;2120
00085;983;0100
00085;1018;2222
00085;1019;0100
00085;1022;0001
00085;1036;0001
00085;1065;0001
00085;1118;2222
00086;8;2221
00086;61;0002
00086;85;0100
00086;110;1211
00086;135;0101
00086;148;1212
00086;152;1002
00086;160;0112
00086;200;0001
00086;238;0110
00086;271;2212
00086;330;0011
00086;346;2111
00086;370;1011
00086;384;1000
00086;427;0001
00086;505;0101
00086;554;2222
00086;555;0001
00086;577;1000
00086;586;0001
00086;590;2211
00086;722;1011
00086;731;0001
00086;763;0101
00086;769;1110
00086;922;0001
00086;944;0101
00086;945;0101
00086;952;0001
00086;983;2110
00086;990;0002
00086;1000;0101
00086;1015;0001
00086;1033;0001
00086;1071;0001
00086;1077;0100
00086;1086;0001
00086;1090;0001
00086;1091;0011
00086;1112;0001
00086;1118;0001
00086;1173;1100
00086;1181;0001
00086;1227;0001
00086;1232;0001
00086;1234;0001
00087;187;2222
00087;223;1001
00087;228;2222
00087;229;2222
00087;333;0101
00087;369;2222
00087;370;1111
00087;382;0100
00087;394;0001
00087;401;1100
00087;432;2122
00087;438;1102
00087;485;0001
00087;513;0101
00087;550;0101
00087;590;1012
00087;631;1001
00087;632;0001
00087;668;0001
00087;722;0001
00087;812;0101
00087;819;1001
00087;833;0001
00087;860;1210
00087;945;0100
00087;990;0001
00087;1005;2222
00087;1007;0100
00087;1015;2221
00087;1025;0100
00087;1032;0100
00087;1060;2120
00087;1071;0101
00087;1134;0101
00087;1163;0001
00087;1169;0001
00087;1180;0001
00087;1234;0001
00088;370;1011
00088;443;0002
00088;457;2222
00088;590;1012
00088;614;2220
00088;668;0001
00088;678;0110
00088;679;0110
00088;702;0100
00088;945;0100
00088;990;0001
00088;1091;1211
00088;1134;0001
00088;1144;0100
00089;79;1210
00089;152;0002
00089;176;2221
00089;177;0110
00089;179;0001
00089;260;2212
00089;265;0002
00089;370;1000
00089;469;2222
00089;479;1000
00089;590;0010
00089;706;1100
00089;778;0100
00089;905;1210
00089;912;1101
00089;1065;0100
00089;1086;0001
00090;7;1222
00090;160;0001
00090;161;0001
00090;176;1222
00090;177;2212
00090;200;1122
00090;260;1012
00090;265;2212
00090;370;1000
00090;451;2122
00090;479;1120
00090;505;0001
00090;589;0001
00090;590;2222
00090;763;0001
00090;778;0110
00090;874;0001
00090;884;2222
00090;912;1212
00090;987;0100
00090;1065;0100
00090;1071;0001
00090;1086;1211
00090;1089;0001
00090;1090;1210
00090;1091;0112
00090;1234;0001
00090;1238;0010
00091;1;0001
00091;3;0002
00091;4;0002
00091;8;0001
00091;9;0001
00091;11;0101
00091;13;0001
00091;15;0102
00091;17;0101
00091;21;0100
00091;29;1211
00091;30;0100
00091;32;0001
00091;33;0001
00091;40;0002
00091;41;0001
00091;45;0001
00091;46;0101
00091;50;0001
00091;56;0001
00091;57;2212
00091;58;1212
00091;59;1211
00091;60;0001
00091;69;2111
00091;78;0001
00091;88;2221
00091;92;0001
00091;94;0001
00091;95;2222
00091;97;2222
00091;98;2211
00091;100;0002
00091;103;1012
00091;105;1012
00091;109;1012
00091;115;1002
00091;116;1012
00091;118;0002
00091;119;1012
00091;121;0001
00091;122;0001
00091;124;0001
00091;128;0001
00091;134;0001
00091;135;0001
00091;139;1211
00091;147;0001
00091;163;0001
00091;166;0001
00091;170;0001
00091;173;0001
00091;174;1211
00091;181;0001
00091;182;2222
00091;183;2220
00091;186;2220
00091;189;0010
00091;199;0102
00091;202;1120
00091;204;1210
00091;211;0100
00091;226;0001
00091;237;0001
00091;240;2220
00091;241;0012
00091;242;0001
00091;243;0001
00091;244;0001
00091;248;0001
00091;250;2122
00091;256;0001
00091;259;0001
00091;261;0001
00091;263;0001
00091;264;0001
00091;265;0001
00091;266;2212
00091;267;2222
00091;268;0100
00091;272;0001
00091;274;0100
00091;275;0001
00091;276;0001
00091;278;0001
00091;279;0001
00091;281;0001
00091;283;0001
00091;286;0001
00091;287;0001
00091;294;2122
00091;297;1001
00091;300;0100
00091;301;0010
00091;314;2210
00091;317;1220
00091;322;2221
00091;331;0001
00091;333;0001
00091;339;1111
00091;348;0002
00091;351;0110
00091;352;0110
00091;353;2122
00091;354;0011
00091;355;0010
00091;359;1011
00091;361;0110
00091;362;2122
00091;364;2220
00091;370;2212
00091;376;2221
00091;381;2221
00091;385;1221
00091;392;0001
00091;395;2121
00091;396;2211
00091;398;0011
00091;405;0001
00091;412;0002
00091;413;2222
00091;416;0100
00091;422;2221
00091;423;1100
00091;426;0001
00091;428;0100
00091;431;0001
00091;434;1002
00091;443;1001
00091;454;0100
00091;455;0100
00091;466;1210
00091;468;2222
00091;473;0001
00091;474;2120
00091;475;2221
00091;478;1120
00091;485;0100
00091;486;0012
00091;489;0100
00091;508;0101
00091;512;0011
00091;538;0001
00091;545;0110
00091;549;0100
00091;550;1212
00091;551;0001
00091;552;2112
00091;553;0001
00091;559;0101
00091;562;0001
00091;579;2110
00091;582;0001
00091;586;0001
00091;594;1211
00091;598;2121
00091;601;0101
00091;603;2012
00091;611;1210
00091;615;2121
00091;626;0001
00091;641;1111
00091;642;0100
00091;643;0001
00091;648;0001
00091;659;0100
00091;667;0001
00091;673;0100
00091;682;2210
00091;683;2210
00091;684;1220
00091;688;0100
00091;690;0101
00091;694;0100
00091;695;1210
00091;700;2222
00091;704;0001
00091;714;0110
00091;719;0001
00091;720;0102
00091;722;2222
00091;724;0101
00091;725;0001
00091;727;0001
00091;728;2222
00091;729;0001
00091;731;0002
00091;732;2222
00091;733;2122
00091;735;0001
00091;751;0002
00091;752;1111
00091;756;2222
00091;759;2122
00091;762;0001
00091;763;2112
00091;764;1102
00091;767;0001
00091;768;0010
00091;770;2222
00091;771;0001
00091;772;0102
00091;773;0001
00091;779;0001
00091;781;2122
00091;782;0001
00091;784;1102
00091;787;2122
00091;788;0001
00091;791;1001
00091;794;1000
00091;796;1220
00091;797;2112
00091;798;1100
00091;799;1110
00091;801;2122
00091;803;2220
00091;808;2122
00091;809;0001
00091;822;2122
00091;833;2112
00091;834;0100
00091;835;0100
00091;836;1010
00091;838;0001
00091;844;0002
00091;854;0001
00091;859;2122
00091;866;0001
00091;867;0001
00091;868;0001
00091;870;2221
00091;872;0102
00091;875;0001
00091;880;0001
00091;882;0001
00091;883;0100
00091;888;1002
00091;893;2122
00091;894;0001
00091;896;0001
00091;897;1000
00091;900;1120
00091;906;0001
00091;913;0001
00091;914;1000
00091;935;0011
00091;941;1001
00091;944;0001
00091;947;0001
00091;965;2122
00091;974;2221
00091;982;1001
00091;985;1122
00091;990;1002
00091;992;0001
00091;993;0001
00091;997;2222
00091;998;2212
00091;1000;2122
00091;1018;2122
00091;1019;0002
00091;1023;0001
00091;1033;0001
00091;1040;0001
00091;1041;0001
00091;1043;0002
00091;1047;0002
00091;1051;0001
00091;1054;0002
00091;1056;0002
00091;1057;0002
00091;1058;0002
00091;1063;0001
00091;1080;0002
00091;1085;0001
00091;1091;0001
00091;1093;0002
00091;1095;2222
00091;1097;2220
00091;1098;1221
00091;1103;1000
00091;1106;0100
00091;1107;0100
00091;1108;0100
00091;1115;0001
00091;1116;0001
00091;1118;2212
00091;1119;0002
00091;1125;1210
00091;1134;0100
00091;1177;2122
00091;1184;2221
00091;1186;0001
00091;1189;2222
00091;1191;0101
00091;1192;0001
00091;1216;2222
00091;1217;2222
00091;1219;2222
00091;1226;2222
00091;1232;0001
00091;1234;1001
00091;1235;0102
00092;17;0001
00092;43;0001
00092;111;0001
00092;130;1000
00092;135;1102
00092;136;0001
00092;148;0002
00092;181;0001
00092;185;1000
00092;189;0001
00092;193;1000
00092;200;0001
00092;213;2111
00092;226;0012
00092;238;1012
00092;258;2222
00092;333;1002
00092;342;0100
00092;354;2110
00092;370;1102
00092;377;1010
00092;392;0001
00092;429;0001
00092;434;0100
00092;446;0001
00092;465;0011
00092;472;2222
00092;473;2221
00092;479;0100
00092;489;1121
00092;492;0001
00092;503;0001
00092;510;0001
00092;514;1010
00092;550;1100
00092;559;0011
00092;586;0002
00092;596;0001
00092;599;2111
00092;607;0001
00092;611;2110
00092;643;0001
00092;653;0001
00092;661;2222
00092;671;1000
00092;687;1000
00092;692;0010
00092;705;2210
00092;722;2222
00092;724;1111
00092;729;0001
00092;731;0002
00092;735;0001
00092;763;1001
00092;764;1001
00092;767;0001
00092;778;1011
00092;783;2122
00092;788;0100
00092;804;0001
00092;806;0001
00092;822;0100
00092;824;0001
00092;826;0010
00092;837;0001
00092;838;0001
00092;839;0001
00092;842;2111
00092;845;0002
00092;856;0001
00092;858;0011
00092;859;0001
00092;879;1122
00092;883;0001
00092;888;0001
00092;889;0001
00092;908;0100
00092;910;1100
00092;914;1210
00092;915;0100
00092;926;0100
00092;930;0101
00092;934;1110
00092;940;0001
00092;941;1001
00092;944;0001
00092;946;0001
00092;952;2222
00092;990;1002
00092;1000;2122
00092;1014;0001
00092;1023;0002
00092;1031;0100
00092;1033;1111
00092;1040;0001
00092;1066;0001
00092;1071;0001
00092;1093;0002
00092;1147;2222
00092;1151;0001
00092;1186;0001
00092;1188;0001
00092;1192;1100
00092;1195;2122
00092;1226;0001
00092;1227;0001
00092;1232;1121
00092;1234;2122
00092;00093;00018
00092;113;2212
00092;145;2222
00092;180;2122
00092;272;2222
00092;422;0001
00092;467;1010
00092;489;0011
00092;550;0001
00092;586;1002
00092;722;0001
00092;724;0001
00092;873;0001
00092;999;0002
00092;1000;0002
00092;1020;0002
00092;1023;0001
00092;1033;0002
00092;1233;0001
00094;78;0011
00094;114;0002
00094;122;0001
00094;123;0001
00094;137;0001
00094;192;0001
00094;209;0011
00094;270;0002
00094;277;0002
00094;282;0001
00094;309;2122
00094;311;2122
00094;322;0001
00094;359;0001
00094;370;1010
00094;400;0001
00094;435;0001
00094;436;0001
00094;440;2222
00094;442;0001
00094;494;2222
00094;498;1212
00094;504;0001
00094;505;0001
00094;533;0001
00094;536;2222
00094;571;0002
00094;742;2222
00094;745;2222
00094;789;1010
00094;955;2122
00094;1016;0002
00094;1091;0002
00094;1092;0002
00094;1121;1122
00094;1143;2122
00094;1156;1121
00094;1158;0001
00094;1197;2122
00094;1199;2122
00094;1200;0001
00094;1204;2222
00094;1223;1121
00095;12;0001
00095;30;2112
00095;43;0100
00095;192;0002
00095;257;1000
00095;322;0100
00095;603;2120
00095;606;2120
00095;1097;0001
00096;9;0001
00096;40;1001
00096;43;0100
00096;75;2212
00096;454;2222
00096;455;2222
00096;520;1001
00096;526;0011
00096;527;0001
00096;673;2222
00096;883;0010
00096;1087;0001
00097;52;0100
00097;68;1000
00097;135;0001
00097;140;0101
00097;190;0001
00097;392;0001
00097;416;1001
00097;538;0001
00097;539;2222
00097;751;2210
00097;757;2222
00098;145;2221
00098;180;2120
00098;270;0001
00098;272;2210
00098;362;0002
00098;467;0010
00098;595;0010
00098;667;0002
00098;728;2222
00098;782;2122
00098;787;1011
00098;985;2110
00098;1018;0100
00098;1019;1000
00098;1118;0101
00099;268;2222
00099;324;2222
00099;449;2122
00099;992;1220
00099;1191;1001
00100;59;0101
00100;183;2222
00100;370;1211
00100;579;2222
00100;803;1100
00100;833;0110
00100;1000;1212
00100;1017;2212
00100;1033;0001
00100;1097;1100
00100;1232;0101
